race	age	gender	deaths	icdcode	rate100k
native	38	F	6	M00-M99	1.414527
native	38	F	16	N00-N98	3.772073
native	38	F	1	Q00-Q99	0.235755
native	38	F	223	V01-Y89	52.573261
native	38	M	54	A00-B99	12.656596
native	38	M	56	C00-D48	13.125359
native	38	M	3	D50-D89	0.703144
native	38	M	42	E00-E88	9.844019
native	38	M	64	F01-F99	15.00041
native	38	M	11	G00-G98	2.578195
native	38	M	131	I00-I99	30.703965
native	38	M	22	J00-J98	5.156391
native	38	M	137	K00-K92	32.110253
native	38	M	2	M00-M99	0.468763
native	38	M	11	N00-N98	2.578195
native	38	M	3	Q00-Q99	0.703144
native	38	M	555	V01-Y89	130.081682
native	39	F	40	A00-B99	9.359593
native	39	F	84	C00-D48	19.655146
native	39	F	3	D50-D89	0.701969
native	39	F	28	E00-E88	6.551715
native	39	F	37	F01-F99	8.657624
native	39	F	14	G00-G98	3.275858
native	39	F	92	I00-I99	21.527064
native	39	F	30	J00-J98	7.019695
native	39	F	135	K00-K92	31.588627
native	39	F	6	M00-M99	1.403939
native	39	F	10	N00-N98	2.339898
native	39	F	2	Q00-Q99	0.46798
native	39	F	233	V01-Y89	54.519631
native	39	M	59	A00-B99	13.845995
native	39	M	57	C00-D48	13.376639
native	39	M	3	D50-D89	0.704034
native	39	M	65	E00-E88	15.254062
native	39	M	62	F01-F99	14.550029
native	39	M	18	G00-G98	4.224202
native	39	M	151	I00-I99	35.43636
native	39	M	38	J00-J98	8.917759
native	39	M	163	K00-K92	38.252495
native	39	M	8	M00-M99	1.877423
native	39	M	17	N00-N98	3.989524
native	39	M	2	Q00-Q99	0.469356
native	39	M	503	V01-Y89	118.042974
native	40	F	41	A00-B99	9.554726
native	40	F	96	C00-D48	22.372042
native	40	F	4	D50-D89	0.932168
native	40	F	37	E00-E88	8.622558
native	40	F	32	F01-F99	7.457347
native	40	F	7	G00-G98	1.631295
native	40	F	92	I00-I99	21.439874
native	40	F	28	J00-J98	6.525179
native	40	F	123	K00-K92	28.664179
native	40	F	10	M00-M99	2.330421
native	40	F	8	N00-N98	1.864337
native	40	F	1	P00-P96	0.233042
native	40	F	2	Q00-Q99	0.466084
native	40	F	215	V01-Y89	50.104053
native	40	M	60	A00-B99	14.013682
native	40	M	72	C00-D48	16.816418
native	40	M	6	D50-D89	1.401368
native	40	M	63	E00-E88	14.714366
native	40	M	77	F01-F99	17.984225
native	40	M	19	G00-G98	4.437666
native	40	M	167	I00-I99	39.004748
native	40	M	37	J00-J98	8.641771
native	40	M	173	K00-K92	40.406117
native	40	M	4	M00-M99	0.934245
native	40	M	13	N00-N98	3.036298
native	40	M	5	Q00-Q99	1.167807
native	40	M	528	V01-Y89	123.320402
native	41	F	40	A00-B99	9.464185
native	41	F	84	C00-D48	19.874789
native	41	F	7	D50-D89	1.656232
native	41	F	37	E00-E88	8.754371
native	41	F	34	F01-F99	8.044557
native	41	F	12	G00-G98	2.839256
native	41	F	106	I00-I99	25.080091
native	41	F	26	J00-J98	6.15172
native	41	F	140	K00-K92	33.124648
native	41	F	8	M00-M99	1.892837
native	41	F	8	N00-N98	1.892837
native	41	F	2	Q00-Q99	0.473209
native	41	F	225	V01-Y89	53.236042
native	41	M	70	A00-B99	16.663255
native	41	M	87	C00-D48	20.710045
native	41	M	4	D50-D89	0.952186
native	41	M	60	E00-E88	14.28279
native	41	M	70	F01-F99	16.663255
native	41	M	20	G00-G98	4.76093
native	41	M	205	I00-I99	48.799532
native	41	M	49	J00-J98	11.664278
native	41	M	186	K00-K92	44.276648
native	41	M	6	M00-M99	1.428279
native	41	M	17	N00-N98	4.04679
native	41	M	3	Q00-Q99	0.714139
native	41	M	495	V01-Y89	117.833015
native	42	F	41	A00-B99	9.667508
native	42	F	116	C00-D48	27.351975
native	42	F	2	D50-D89	0.471586
native	42	F	36	E00-E88	8.488544
native	42	F	41	F01-F99	9.667508
native	42	F	10	G00-G98	2.357929
native	42	F	111	I00-I99	26.173011
native	42	F	40	J00-J98	9.431716
native	42	F	184	K00-K92	43.385892
native	42	F	8	M00-M99	1.886343
native	42	F	11	N00-N98	2.593722
native	42	F	7	Q00-Q99	1.65055
native	42	F	247	V01-Y89	58.240844
native	42	M	71	A00-B99	16.911527
native	42	M	93	C00-D48	22.151718
native	42	M	63	E00-E88	15.006002
native	42	M	71	F01-F99	16.911527
native	42	M	25	G00-G98	5.954763
native	42	M	206	I00-I99	49.067246
native	42	M	39	J00-J98	9.28943
native	42	M	206	K00-K92	49.067246
native	42	M	3	M00-M99	0.714572
native	42	M	19	N00-N98	4.52562
native	42	M	7	Q00-Q99	1.667334
native	42	M	489	V01-Y89	116.475161
native	43	F	37	A00-B99	8.829516
native	43	F	114	C00-D48	27.204456
native	43	F	2	D50-D89	0.477271
native	43	F	45	E00-E88	10.738601
native	43	F	34	F01-F99	8.11361
native	43	F	17	G00-G98	4.056805
native	43	F	114	I00-I99	27.204456
native	43	F	43	J00-J98	10.26133
native	43	F	179	K00-K92	42.715768
native	43	F	15	M00-M99	3.579534
native	43	F	15	N00-N98	3.579534
native	43	F	3	Q00-Q99	0.715907
native	43	F	257	V01-Y89	61.329343
native	43	M	70	A00-B99	16.906497
native	43	M	117	C00-D48	28.258003
native	43	M	3	D50-D89	0.724564
native	43	M	64	E00-E88	15.457369
native	43	M	87	F01-F99	21.012361
native	43	M	21	G00-G98	5.071949
native	43	M	257	I00-I99	62.070998
native	43	M	49	J00-J98	11.834548
native	43	M	194	K00-K92	46.85515
native	43	M	4	M00-M99	0.966086
native	43	M	14	N00-N98	3.381299
native	43	M	4	Q00-Q99	0.966086
native	43	M	509	V01-Y89	122.934388
native	44	F	44	A00-B99	10.631666
native	44	F	133	C00-D48	32.136627
native	44	F	8	D50-D89	1.93303
native	44	F	54	E00-E88	13.047954
native	44	F	37	F01-F99	8.940265
native	44	F	17	G00-G98	4.107689
native	44	F	147	I00-I99	35.519429
native	44	F	52	J00-J98	12.564696
native	44	F	192	K00-K92	46.392724
native	44	F	9	M00-M99	2.174659
native	44	F	23	N00-N98	5.557462
native	44	F	1	Q00-Q99	0.241629
native	44	F	188	V01-Y89	45.426209
native	44	M	89	A00-B99	21.903487
native	44	M	112	C00-D48	27.563938
native	44	M	4	D50-D89	0.984426
native	44	M	71	E00-E88	17.473568
native	44	M	65	F01-F99	15.996929
native	44	M	16	G00-G98	3.937705
native	44	M	270	I00-I99	66.44878
native	44	M	47	J00-J98	11.56701
native	44	M	240	K00-K92	59.065582
native	44	M	6	M00-M99	1.47664
native	44	M	11	N00-N98	2.707173
native	44	M	1	Q00-Q99	0.246107
native	44	M	447	V01-Y89	110.009647
native	45	F	66	A00-B99	16.046174
native	45	F	170	C00-D48	41.331054
native	45	F	7	D50-D89	1.701867
native	45	F	45	E00-E88	10.940573
native	45	F	41	F01-F99	9.968078
native	45	F	18	G00-G98	4.376229
native	45	F	140	I00-I99	34.037339
native	45	F	52	J00-J98	12.64244
native	45	F	187	K00-K92	45.46416
native	45	F	5	M00-M99	1.215619
native	45	F	23	N00-N98	5.591849
native	45	F	3	Q00-Q99	0.729372
native	45	F	216	V01-Y89	52.514752
native	45	M	91	A00-B99	22.540263
native	45	M	145	C00-D48	35.915803
native	45	M	3	D50-D89	0.743086
native	45	M	72	E00-E88	17.834054
native	45	M	73	F01-F99	18.081749
native	45	M	22	G00-G98	5.449294
native	45	M	311	I00-I99	77.033206
native	45	M	51	J00-J98	12.632455
native	45	M	229	K00-K92	56.7222
native	45	M	4	M00-M99	0.990781
native	45	M	14	N00-N98	3.467733
native	45	M	5	Q00-Q99	1.238476
native	45	M	486	V01-Y89	120.379865
native	46	F	46	A00-B99	11.428685
native	46	F	169	C00-D48	41.987995
native	46	F	9	D50-D89	2.236047
native	46	F	52	E00-E88	12.919383
native	46	F	38	F01-F99	9.441088
native	46	F	29	G00-G98	7.205041
native	46	F	161	I00-I99	40.000398
native	46	F	45	J00-J98	11.180235
native	46	F	217	K00-K92	53.913579
native	46	F	14	M00-M99	3.478295
native	46	F	27	N00-N98	6.708141
native	46	F	2	Q00-Q99	0.496899
native	46	F	198	V01-Y89	49.193035
native	46	M	86	A00-B99	21.909991
native	46	M	158	C00-D48	40.253239
native	46	M	5	D50-D89	1.273837
native	46	M	101	E00-E88	25.731501
native	46	M	70	F01-F99	17.833713
native	46	M	18	G00-G98	4.585812
native	46	M	332	I00-I99	84.582755
native	46	M	69	J00-J98	17.578946
native	46	M	247	K00-K92	62.927531
native	46	M	2	M00-M99	0.509535
native	46	M	22	N00-N98	5.604881
native	46	M	7	Q00-Q99	1.783371
native	46	M	495	V01-Y89	126.10983
native	47	F	63	A00-B99	15.758115
native	47	F	205	C00-D48	51.276407
native	47	F	2	D50-D89	0.500258
native	47	F	59	E00-E88	14.7576
native	47	F	35	F01-F99	8.754509
native	47	F	23	G00-G98	5.752963
native	47	F	178	I00-I99	44.522929
native	47	F	51	J00-J98	12.75657
native	47	F	227	K00-K92	56.779241
native	47	F	16	M00-M99	4.002061
native	47	F	32	N00-N98	8.004122
native	47	F	2	Q00-Q99	0.500258
native	47	F	209	V01-Y89	52.276923
native	47	M	91	A00-B99	23.515427
native	47	M	178	C00-D48	45.997209
native	47	M	2	D50-D89	0.516823
native	47	M	106	E00-E88	27.391596
native	47	M	69	F01-F99	17.830379
native	47	M	23	G00-G98	5.94346
native	47	M	359	I00-I99	92.769652
native	47	M	61	J00-J98	15.763089
native	47	M	241	K00-K92	62.27712
native	47	M	4	M00-M99	1.033645
native	47	M	26	N00-N98	6.718693
native	47	M	4	Q00-Q99	1.033645
native	47	M	458	V01-Y89	118.35237
native	48	F	72	A00-B99	18.311665
native	48	F	211	C00-D48	53.66335
native	48	F	3	D50-D89	0.762986
native	48	F	75	E00-E88	19.074651
native	48	F	39	F01-F99	9.918818
native	48	F	19	G00-G98	4.832245
native	48	F	191	I00-I99	48.576777
native	48	F	52	J00-J98	13.225091
native	48	F	224	K00-K92	56.969623
native	48	F	19	M00-M99	4.832245
native	48	F	31	N00-N98	7.884189
native	48	F	2	Q00-Q99	0.508657
native	48	F	204	V01-Y89	51.88305
native	48	M	111	A00-B99	29.404129
native	48	M	211	C00-D48	55.894336
native	48	M	3	D50-D89	0.794706
native	48	M	115	E00-E88	30.463738
native	48	M	82	F01-F99	21.721969
native	48	M	33	G00-G98	8.741768
native	48	M	375	I00-I99	99.338275
native	48	M	59	J00-J98	15.629222
native	48	M	267	K00-K92	70.728852
native	48	M	12	M00-M99	3.178825
native	48	M	26	N00-N98	6.887454
native	48	M	3	Q00-Q99	0.794706
native	48	M	481	V01-Y89	127.417894
native	49	F	62	A00-B99	16.08618
native	49	F	256	C00-D48	66.420358
native	49	F	3	D50-D89	0.778364
native	49	F	87	E00-E88	22.572543
native	49	F	36	F01-F99	9.340363
native	49	F	28	G00-G98	7.264727
native	49	F	202	I00-I99	52.409814
native	49	F	60	J00-J98	15.567271
native	49	F	224	K00-K92	58.117813
native	49	F	22	M00-M99	5.708
native	49	F	26	N00-N98	6.745818
native	49	F	4	Q00-Q99	1.037818
native	49	F	189	V01-Y89	49.036905
native	49	M	117	A00-B99	31.460662
native	49	M	248	C00-D48	66.685848
native	49	M	8	D50-D89	2.151156
native	49	M	113	E00-E88	30.385084
native	49	M	75	F01-F99	20.167091
native	49	M	21	G00-G98	5.646786
native	49	M	444	I00-I99	119.389179
native	49	M	80	J00-J98	21.511564
native	49	M	288	K00-K92	77.44163
native	49	M	10	M00-M99	2.688945
native	49	M	27	N00-N98	7.260153
native	49	M	3	Q00-Q99	0.806684
native	49	M	418	V01-Y89	112.397921
native	50	F	77	A00-B99	20.397675
native	50	F	263	C00-D48	69.669982
native	50	F	10	D50-D89	2.649049
native	50	F	99	E00-E88	26.225582
native	50	F	42	F01-F99	11.126005
native	50	F	16	G00-G98	4.238478
native	50	F	217	I00-I99	57.484357
native	50	F	84	J00-J98	22.252009
native	50	F	199	K00-K92	52.71607
native	50	F	17	M00-M99	4.503383
native	50	F	23	N00-N98	6.092812
native	50	F	8	Q00-Q99	2.119239
native	50	F	156	V01-Y89	41.32516
native	50	M	94	A00-B99	26.059427
native	50	M	303	C00-D48	84.000067
native	50	M	8	D50-D89	2.217824
native	50	M	114	E00-E88	31.603985
native	50	M	85	F01-F99	23.564375
native	50	M	33	G00-G98	9.148522
native	50	M	442	I00-I99	122.534751
native	50	M	80	J00-J98	22.178235
native	50	M	318	K00-K92	88.158486
native	50	M	8	M00-M99	2.217824
native	50	M	32	N00-N98	8.871294
native	50	M	5	Q00-Q99	1.38614
native	50	M	426	V01-Y89	118.099103
native	51	F	63	A00-B99	17.269169
native	51	F	296	C00-D48	81.137682
native	51	F	8	D50-D89	2.19291
native	51	F	105	E00-E88	28.781948
native	51	F	25	F01-F99	6.852845
native	51	F	23	G00-G98	6.304617
native	51	F	219	I00-I99	60.03092
native	51	F	73	J00-J98	20.010307
native	51	F	219	K00-K92	60.03092
native	51	F	25	M00-M99	6.852845
native	51	F	26	N00-N98	7.126959
native	51	F	5	Q00-Q99	1.370569
native	51	F	172	V01-Y89	47.147572
native	51	M	99	A00-B99	28.541692
native	51	M	302	C00-D48	87.066577
native	51	M	5	D50-D89	1.4415
native	51	M	135	E00-E88	38.92049
native	51	M	81	F01-F99	23.352294
native	51	M	26	G00-G98	7.495798
native	51	M	456	I00-I99	131.464765
native	51	M	91	J00-J98	26.235293
native	51	M	272	K00-K92	78.417579
native	51	M	8	M00-M99	2.306399
native	51	M	29	N00-N98	8.360698
native	51	M	7	Q00-Q99	2.018099
native	51	M	380	V01-Y89	109.553971
native	52	F	68	A00-B99	19.283887
native	52	F	329	C00-D48	93.299984
native	52	F	8	D50-D89	2.268693
native	52	F	109	E00-E88	30.910937
native	52	F	38	F01-F99	10.77629
native	52	F	20	G00-G98	5.671732
native	52	F	224	I00-I99	63.523393
native	52	F	93	J00-J98	26.373552
native	52	F	202	K00-K92	57.284488
native	52	F	24	M00-M99	6.806078
native	52	F	37	N00-N98	10.492703
native	52	F	4	Q00-Q99	1.134346
native	52	F	178	V01-Y89	50.478411
native	52	M	92	A00-B99	27.485413
native	52	M	324	C00-D48	96.796456
native	52	M	6	D50-D89	1.792527
native	52	M	131	E00-E88	39.136839
native	52	M	81	F01-F99	24.199114
native	52	M	32	G00-G98	9.560144
native	52	M	496	I00-I99	148.182228
native	52	M	95	J00-J98	28.381677
native	52	M	286	K00-K92	85.443785
native	52	M	6	M00-M99	1.792527
native	52	M	32	N00-N98	9.560144
native	52	M	2	Q00-Q99	0.597509
native	52	M	395	V01-Y89	118.008025
native	53	F	64	A00-B99	18.841262
native	53	F	360	C00-D48	105.982101
native	53	F	4	D50-D89	1.177579
native	53	F	108	E00-E88	31.79463
native	53	F	34	F01-F99	10.009421
native	53	F	33	G00-G98	9.715026
native	53	F	257	I00-I99	75.659444
native	53	F	90	J00-J98	26.495525
native	53	F	214	K00-K92	63.000471
native	53	F	22	M00-M99	6.476684
native	53	F	35	N00-N98	10.303815
native	53	F	3	Q00-Q99	0.883184
native	53	F	157	V01-Y89	46.219972
native	53	M	114	A00-B99	35.453714
native	53	M	353	C00-D48	109.782115
native	53	M	9	D50-D89	2.798977
native	53	M	127	E00-E88	39.496682
native	53	M	75	F01-F99	23.324812
native	53	M	33	G00-G98	10.262917
native	53	M	508	I00-I99	157.986727
native	53	M	100	J00-J98	31.099749
native	53	M	304	K00-K92	94.543238
native	53	M	11	M00-M99	3.420972
native	53	M	39	N00-N98	12.128902
native	53	M	6	Q00-Q99	1.865985
native	53	M	377	V01-Y89	117.246055
native	54	F	77	A00-B99	23.583894
native	54	F	355	C00-D48	108.730941
native	54	F	10	D50-D89	3.062843
native	54	F	113	E00-E88	34.610131
native	54	F	20	F01-F99	6.125687
native	54	F	31	G00-G98	9.494815
native	54	F	251	I00-I99	76.87737
native	54	F	96	J00-J98	29.403297
native	54	F	247	K00-K92	75.652233
native	54	F	20	M00-M99	6.125687
native	54	F	39	N00-N98	11.945089
native	54	F	2	Q00-Q99	0.612569
native	54	F	145	V01-Y89	44.41123
native	54	M	110	A00-B99	35.818602
native	54	M	377	C00-D48	122.760116
native	54	M	7	D50-D89	2.279366
native	54	M	157	E00-E88	51.122913
native	54	M	79	F01-F99	25.724268
native	54	M	35	G00-G98	11.396828
native	54	M	531	I00-I99	172.906159
native	54	M	105	J00-J98	34.190483
native	54	M	273	K00-K92	88.895257
native	54	M	12	M00-M99	3.907484
native	54	M	40	N00-N98	13.024946
native	54	M	6	Q00-Q99	1.953742
native	54	M	374	V01-Y89	121.783245
native	55	F	74	A00-B99	24.006566
native	55	F	378	C00-D48	122.628135
native	55	F	7	D50-D89	2.270891
native	55	F	117	E00-E88	37.956328
native	55	F	17	F01-F99	5.515022
native	55	F	28	G00-G98	9.083566
native	55	F	277	I00-I99	89.862416
native	55	F	107	J00-J98	34.712197
native	55	F	204	K00-K92	66.180263
native	55	F	20	M00-M99	6.488261
native	55	F	39	N00-N98	12.652109
native	55	F	3	Q00-Q99	0.973239
native	55	F	131	V01-Y89	42.49811
native	55	M	93	A00-B99	32.169356
native	55	M	421	C00-D48	145.62687
native	55	M	4	D50-D89	1.383628
native	55	M	176	E00-E88	60.879642
native	55	M	77	F01-F99	26.634843
native	55	M	32	G00-G98	11.069026
native	55	M	581	I00-I99	200.971999
native	55	M	105	J00-J98	36.320241
native	55	M	247	K00-K92	85.439043
native	55	M	10	M00-M99	3.459071
native	55	M	42	N00-N98	14.528096
native	55	M	5	Q00-Q99	1.729535
native	55	M	303	V01-Y89	104.809838
native	56	F	65	A00-B99	22.328253
native	56	F	346	C00-D48	118.855007
native	56	F	8	D50-D89	2.748093
native	56	F	127	E00-E88	43.625971
native	56	F	26	F01-F99	8.931301
native	56	F	30	G00-G98	10.305347
native	56	F	286	I00-I99	98.244312
native	56	F	109	J00-J98	37.442762
native	56	F	214	K00-K92	73.511478
native	56	F	30	M00-M99	10.305347
native	56	F	40	N00-N98	13.740463
native	56	F	3	Q00-Q99	1.030535
native	56	F	114	V01-Y89	39.16032
native	56	M	102	A00-B99	37.152379
native	56	M	497	C00-D48	181.02679
native	56	M	2	D50-D89	0.728478
native	56	M	163	E00-E88	59.370959
native	56	M	67	F01-F99	24.404014
native	56	M	27	G00-G98	9.834453
native	56	M	575	I00-I99	209.437433
native	56	M	116	J00-J98	42.251726
native	56	M	300	K00-K92	109.271704
native	56	M	10	M00-M99	3.64239
native	56	M	40	N00-N98	14.569561
native	56	M	5	Q00-Q99	1.821195
native	56	M	265	V01-Y89	96.523339
native	57	F	73	A00-B99	26.432898
native	57	F	418	C00-D48	151.355501
native	57	F	9	D50-D89	3.25885
native	57	F	165	E00-E88	59.745592
native	57	F	22	F01-F99	7.966079
native	57	F	21	G00-G98	7.603984
native	57	F	305	I00-I99	110.438822
native	57	F	120	J00-J98	43.45134
native	57	F	185	K00-K92	66.987482
native	57	F	23	M00-M99	8.328173
native	57	F	50	N00-N98	18.104725
native	57	F	1	Q00-Q99	0.362094
native	57	F	112	V01-Y89	40.554584
native	57	M	102	A00-B99	39.593814
native	57	M	485	C00-D48	188.264704
native	57	M	7	D50-D89	2.717223
native	57	M	193	E00-E88	74.917707
native	57	M	59	F01-F99	22.902304
native	57	M	31	G00-G98	12.033414
native	57	M	577	I00-I99	223.976772
native	57	M	105	J00-J98	40.758338
native	57	M	254	K00-K92	98.59636
native	57	M	8	M00-M99	3.105397
native	57	M	37	N00-N98	14.362462
native	57	M	2	Q00-Q99	0.776349
native	57	M	275	V01-Y89	106.748028
native	58	F	61	A00-B99	23.473907
native	58	F	410	C00-D48	157.775443
native	58	F	5	D50-D89	1.924091
native	58	F	142	E00-E88	54.644178
native	58	F	21	F01-F99	8.081181
native	58	F	26	G00-G98	10.005272
native	58	F	324	I00-I99	124.681082
native	58	F	135	J00-J98	51.950451
native	58	F	191	K00-K92	73.500267
native	58	F	24	M00-M99	9.235636
native	58	F	55	N00-N98	21.164998
native	58	F	7	Q00-Q99	2.693727
native	58	F	86	V01-Y89	33.094361
native	58	M	74	A00-B99	30.471359
native	58	M	508	C00-D48	209.181762
native	58	M	5	D50-D89	2.058876
native	58	M	170	E00-E88	70.001771
native	58	M	54	F01-F99	22.235857
native	58	M	24	G00-G98	9.882603
native	58	M	612	I00-I99	252.006374
native	58	M	150	J00-J98	61.766268
native	58	M	241	K00-K92	99.237804
native	58	M	20	M00-M99	8.235502
native	58	M	45	N00-N98	18.52988
native	58	M	1	Q00-Q99	0.411775
native	58	M	247	V01-Y89	101.708455
native	59	F	69	A00-B99	28.225823
native	59	F	440	C00-D48	179.990755
native	59	F	8	D50-D89	3.272559
native	59	F	180	E00-E88	73.632582
native	59	F	22	F01-F99	8.999538
native	59	F	25	G00-G98	10.226747
native	59	F	328	I00-I99	134.174926
native	59	F	146	J00-J98	59.724205
native	59	F	173	K00-K92	70.769092
native	59	F	34	M00-M99	13.908377
native	59	F	48	N00-N98	19.635355
native	59	F	2	Q00-Q99	0.81814
native	59	F	100	V01-Y89	40.90699
native	59	M	91	A00-B99	40.151783
native	59	M	532	C00-D48	234.733498
native	59	M	7	D50-D89	3.088599
native	59	M	188	E00-E88	82.950935
native	59	M	69	F01-F99	30.444758
native	59	M	27	G00-G98	11.913166
native	59	M	610	I00-I99	269.149312
native	59	M	147	J00-J98	64.860572
native	59	M	254	K00-K92	112.072008
native	59	M	13	M00-M99	5.735969
native	59	M	49	N00-N98	21.620191
native	59	M	4	Q00-Q99	1.764914
native	59	M	234	V01-Y89	103.247441
native	60	F	72	A00-B99	31.554589
native	60	F	474	C00-D48	207.73438
native	60	F	8	D50-D89	3.506065
native	60	F	147	E00-E88	64.423953
native	60	F	18	F01-F99	7.888647
native	60	F	28	G00-G98	12.271229
native	60	F	351	I00-I99	153.828624
native	60	F	141	J00-J98	61.794404
native	60	F	170	K00-K92	74.503892
native	60	F	21	M00-M99	9.203422
native	60	F	56	N00-N98	24.542458
native	60	F	1	Q00-Q99	0.438258
native	60	F	97	V01-Y89	42.511044
native	60	M	84	A00-B99	39.448473
native	60	M	550	C00-D48	258.293572
native	60	M	3	D50-D89	1.408874
native	60	M	185	E00-E88	86.880565
native	60	M	47	F01-F99	22.07236
native	60	M	32	G00-G98	15.02799
native	60	M	639	I00-I99	300.090168
native	60	M	175	J00-J98	82.184318
native	60	M	235	K00-K92	110.361799
native	60	M	13	M00-M99	6.105121
native	60	M	37	N00-N98	17.376113
native	60	M	5	Q00-Q99	2.348123
native	60	M	183	V01-Y89	85.941316
native	61	F	68	A00-B99	31.638649
native	61	F	430	C00-D48	200.06793
native	61	F	5	D50-D89	2.326371
native	61	F	157	E00-E88	73.048058
native	61	F	18	F01-F99	8.374937
native	61	F	39	G00-G98	18.145696
native	61	F	383	I00-I99	178.20004
native	61	F	151	J00-J98	70.256413
native	61	F	176	K00-K92	81.888269
native	61	F	14	M00-M99	6.51384
native	61	F	57	N00-N98	26.520633
native	61	F	4	Q00-Q99	1.861097
native	61	F	82	V01-Y89	38.152489
native	61	M	75	A00-B99	37.467216
native	61	M	540	C00-D48	269.763957
native	61	M	10	D50-D89	4.995629
native	61	M	187	E00-E88	93.418259
native	61	M	55	F01-F99	27.475959
native	61	M	21	G00-G98	10.490821
native	61	M	652	I00-I99	325.714999
native	61	M	167	J00-J98	83.427001
native	61	M	197	K00-K92	98.413888
native	61	M	14	M00-M99	6.99388
native	61	M	50	N00-N98	24.978144
native	61	M	3	Q00-Q99	1.498689
native	61	M	170	V01-Y89	84.92569
native	62	F	53	A00-B99	26.511798
native	62	F	512	C00-D48	256.113971
native	62	F	4	D50-D89	2.00089
native	62	F	172	E00-E88	86.038287
native	62	F	15	F01-F99	7.503339
native	62	F	32	G00-G98	16.007123
native	62	F	443	I00-I99	221.598611
native	62	F	155	J00-J98	77.534503
native	62	F	155	K00-K92	77.534503
native	62	F	27	M00-M99	13.50601
native	62	F	58	N00-N98	29.012911
native	62	F	4	Q00-Q99	2.00089
native	62	F	89	V01-Y89	44.519811
native	62	M	76	A00-B99	40.938571
native	62	M	591	C00-D48	318.351253
native	62	M	5	D50-D89	2.693327
native	62	M	204	E00-E88	109.887742
native	62	M	44	F01-F99	23.701278
native	62	M	33	G00-G98	17.775958
native	62	M	672	I00-I99	361.983151
native	62	M	170	J00-J98	91.573118
native	62	M	210	K00-K92	113.119735
native	62	M	7	M00-M99	3.770658
native	62	M	48	N00-N98	25.855939
native	62	M	1	Q00-Q99	0.538665
native	62	M	169	V01-Y89	91.034453
native	63	F	67	A00-B99	35.586433
native	63	F	461	C00-D48	244.855902
native	63	F	11	D50-D89	5.842549
native	63	F	168	E00-E88	89.231652
native	63	F	21	F01-F99	11.153956
native	63	F	26	G00-G98	13.80966
native	63	F	396	I00-I99	210.331751
native	63	F	175	J00-J98	92.949637
native	63	F	175	K00-K92	92.949637
native	63	F	32	M00-M99	16.996505
native	63	F	61	N00-N98	32.399588
native	63	F	3	Q00-Q99	1.593422
native	63	F	77	V01-Y89	40.89784
native	63	M	62	A00-B99	35.714903
native	63	M	575	C00-D48	331.226922
native	63	M	5	D50-D89	2.880234
native	63	M	202	E00-E88	116.361458
native	63	M	46	F01-F99	26.498154
native	63	M	30	G00-G98	17.281405
native	63	M	662	I00-I99	381.342996
native	63	M	185	J00-J98	106.568662
native	63	M	177	K00-K92	101.960287
native	63	M	8	M00-M99	4.608375
native	63	M	51	N00-N98	29.378388
native	63	M	3	Q00-Q99	1.72814
native	63	M	186	V01-Y89	107.144709
native	64	F	63	A00-B99	35.80115
native	64	F	512	C00-D48	290.955379
native	64	F	8	D50-D89	4.546178
native	64	F	170	E00-E88	96.606278
native	64	F	13	F01-F99	7.387539
native	64	F	44	G00-G98	25.003978
native	64	F	392	I00-I99	222.762712
native	64	F	143	J00-J98	81.262928
native	64	F	154	K00-K92	87.513923
native	64	F	27	M00-M99	15.34335
native	64	F	56	N00-N98	31.823245
native	64	F	3	Q00-Q99	1.704817
native	64	F	76	V01-Y89	43.188689
native	64	M	61	A00-B99	37.756169
native	64	M	580	C00-D48	358.993086
native	64	M	6	D50-D89	3.713722
native	64	M	203	E00-E88	125.64758
native	64	M	55	F01-F99	34.042448
native	64	M	40	G00-G98	24.758144
native	64	M	707	I00-I99	437.600193
native	64	M	181	J00-J98	112.030601
native	64	M	160	K00-K92	99.032576
native	64	M	10	M00-M99	6.189536
native	64	M	49	N00-N98	30.328726
native	64	M	3	Q00-Q99	1.856861
native	64	M	166	V01-Y89	102.746297
native	65	F	65	A00-B99	39.400148
native	65	F	494	C00-D48	299.441124
native	65	F	10	D50-D89	6.061561
native	65	F	172	E00-E88	104.258853
native	65	F	15	F01-F99	9.092342
native	65	F	33	G00-G98	20.003152
native	65	F	471	I00-I99	285.499533
native	65	F	177	J00-J98	107.289634
native	65	F	142	K00-K92	86.074169
native	65	F	40	M00-M99	24.246245
native	65	F	63	N00-N98	38.187836
native	65	F	1	Q00-Q99	0.606156
native	65	F	71	V01-Y89	43.037085
native	65	M	77	A00-B99	50.907745
native	65	M	583	C00-D48	385.444352
native	65	M	7	D50-D89	4.627977
native	65	M	171	E00-E88	113.054861
native	65	M	49	F01-F99	32.395837
native	65	M	35	G00-G98	23.139884
native	65	M	719	I00-I99	475.359329
native	65	M	177	J00-J98	117.021699
native	65	M	183	K00-K92	120.988536
native	65	M	14	M00-M99	9.255954
native	65	M	57	N00-N98	37.684954
native	65	M	2	Q00-Q99	1.322279
native	65	M	142	V01-Y89	93.881815
native	66	F	64	A00-B99	41.747117
native	66	F	553	C00-D48	360.721181
native	66	F	6	D50-D89	3.913792
native	66	F	211	E00-E88	137.635026
native	66	F	13	F01-F99	8.479883
native	66	F	34	G00-G98	22.178156
native	66	F	456	I00-I99	297.448207
